"﻿Customer Name","Customer Country","Description of the Customer's AI Use Case(s)","Opportunity Size V2",Status,Maturity,"Importance Classification","Priority - CoE Priotization","AI CoE Lead","AI Co-Prime",Specialist,"Opportunity ID",Region,"Slack Channel",Date,"Submitter Slack Email",Submitter,Comments,Proposal,Canvas,Partner,"Last communication"
Dunhumby,UK,"Please can you detail the deployment options for Dunhumby",<=$500K,Inactive,,"Tier 1 - Incoming Engagement",,,,,A7DM65,West,,"February 12th, 2025 at 11:11 AM UTC",U01D5KMJNR5,adrian.james@oracle.com,,,,,
TAQA-EWEC,UAE,"AI Day, Presentation and demo",<=$500K,Inactive,,"Tier 1 - Incoming Engagement",,,,,A7VD6N,MEA,,"February 12th, 2025 at 11:15 AM UTC",WBQ1JP918,ahmed.i.ibrahim@oracle.com,,,,,
VConnct,Egypt,"Customer is hosting their audio conference application on OCI and would like to embed AI in their solution. they have many use cases they want to try but have questions in regard to Arabic with transcription if OCI services can work effectively in such scenarios.","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,,,,A7YN6S,SMB,,"February 12th, 2025 at 11:53 AM UTC",WBA5YD6DN,iman.abdelraouf@oracle.com,,,,,
"Ministry of Industry & Trade",Czechia,"Ministry of Industry & Trade is in charge of National AI strategy for Czechia.

They focused on following agendas (in their own words)
---
Adapting the AI Act and establishing the necessary bodies
- The National AI Strategy and its action plan
- Building computing infrastructure
- Supporting AI research and innovation centers as well as testbeds
- Funding for R&D and practical implementation of AI
- Promoting AI education and awareness
- Negotiating AI-related topics at the European level
- Everything needed to create the most favorable environment for AI development in the Czech Republic!

Goal of the country is to become among TOP 10 AI countries in European Union.
--

They currently work with
- Microsoft
- AWS
- Google
- IBM

These four are convinced they will run AI for all country let prove them wrong 😉

The ASK
---
- I am meeting Deputy Minister responsible for National AI strategy (I will have 45-60 minutes convince him Oracle should be included in partner list and invite to all closed doors discussion about country AI strategy)

They are willing to listen and keen to learn from work we do with governments in UAE, Saudi, UK...etc

---

Can you please share with me our 

1. Government level AI (how Oracle help countries to unlock AI potential)
2. Any reference countries and use cases we can show them
3. Anything else I should say to government 
4. Plus what you suggest should be my ask for the next step meeting with the Minister?

Thanks 

btw: I know Nick & Jason asked us to bring AI customers and I brought entire country...sorry for that 😂",<=$500K,Inactive,Qualification,"Tier 1 - Incoming Engagement",,cristina.lemnaru@oracle.com,,,A7ZJTB,North,C08D47RSRC2,"February 12th, 2025 at 9:04 PM UTC",WBPGH68HE,jiri.kram@oracle.com,,,,,
DC,UAE,"The customer issued Chatbot RFP to deploy a chatbot on multiple channels such their websites, their Mobile app, and WhatsApp","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,srinivas.karri@oracle.com,,,A7ZJ4G,MEA,C08D0S93WBY,"February 13th, 2025 at 3:46 PM UTC",U06FG1VD8RW,mohamed.m.saleh@oracle.com,,,,,
"Yanbu Cement Company","Saudi Arabia","Fusion customer with heavy use of HCM -  interested in GenAI extensions - Deeo dive abnd demos on how a chatbot can integrate with Oracle Fusion and provide internal employee information, such as examples of common queries etc.",,Inactive,,"Tier 1 - Incoming Engagement",,aseel.addawood@oracle.com,,,,,C08CKJ09W1H,,,,,,,,
Globecast,"United Kingdom","We have an immediate AI opportunity with this customer around creating an AI pricing calculator demo. Eric has been introduce previously and more information around the use-case is available through my ACE Nitin. The customer would like to meet on 17th Feb to present . Please ensure we have resources available to support. Ideally french speaking skill would benefit the session. (Customer has french speaking architects)","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,,,,A7XNMN,South,,"February 13th, 2025 at 3:58 PM UTC",U027CHK7R8R,steven.cameron@oracle.com,,,,,
Sotio,Czechia,"Background
- Sotio is a highly innovative biotech that focuses on immunotherapies and cancer treatment.
- They are owned by Czech largest investment firm PPF, hence they are part PPF MAAC with Microsoft 
- Sotio AI is limited to Copilot and doing ML on Azure
- they are whoever exploring new uses of AI in life science 

Next steps 
- 28.2: I am meeting IT Manager, my former colleague for initial meeting where I can have a chance to present him Oracle and what we do with AI 
- Main expected outcome to be pointed to right stakeholders that can offer more in depth discussion about Oracle life science capabilities 
- it would help if I can leave Jakub (my former colleague) with deck that can be shared to right stakeholder 
- It must be specific to them they are Biotech firm fully driven by innovative science so it must be not tech pitch but same level you of language while pitching to likes of GSK, Pfizer, Novartis, Gilead...etc

We have 2 weeks get ready and our aim is to get to right stakeholders and open door to in person discussion with life science AI expert in our team and their AI life science experts 

Also we must be aware this is a small Biotech (typical one that likes of Pfizer, Merck, GSK...etc would acquire) so we cannot show them only what Pfizer and likes are doing but what Biotechs like them doing 

https://sotio.com",<=$500K,Active,Discovery,"Tier 1 - Incoming Engagement",,cristina.lemnaru@oracle.com,,,A7ZJWM,North,C08DCFDPNBD,"February 13th, 2025 at 9:44 PM UTC",WBPGH68HE,jiri.kram@oracle.com,,,,,
"DHL (via Fujitsu)","United Kingdom","JOMON IS INVOLVED WITH THIS.....DHL (via Fujitsu) are interested in 23AI and DB@Azure with potential AI flavours, what can be done. Eric has met them and given them a taster of the ART OF THE POSSIBLE. There are two Steve's who have authority to get something going. Initial call was at the Hotel event in London last year.","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,jomon.kunnel@oracle.com,,,A7SQ44,West,C08H61BNN9M,"February 14th, 2025 at 9:21 AM UTC",WG9D72GT0,joe.besso@oracle.com,,,,,
"Port of Fujairah",UAE,"Overview of Oracle AI solutions","<= $100K",Inactive,Discovery,"Tier 1 - Incoming Engagement",,muhammad.k.manzoor@oracle.com,,,A8284X,MEA,C08DRRC05RV,"February 14th, 2025 at 10:45 AM UTC",U02G5FAP090,anas.mayalackara@oracle.com,"I have presented AI use cases, and now the account team is following up with the customer for select pilot use",,,,
"Heathrow Airport",UK,"The customer has an on going project where they are using OCI document understanding to interpret and cross-reference uploaded invoices across the airport. They are have issues with the APIs working. Requesting an resource to jump into the call with the customer and explore the use case further.","<= $100K",Active,Solutioning,"Tier 1 - Incoming Engagement",,jomon.kunnel@oracle.com,,,A7T8C3,West,C08DMLZRPU2,"February 14th, 2025 at 11:41 AM UTC",WBR2UV17Z,laban.ndwaru@oracle.com,,,,,
"request architect support for Data Science/C3 opp",Sweden,"My team need pre-sale support from black belt data science/Gen AI architect. Opportunity is around combing C3/exaCC + data science on public cloud to help large banking customer on AML use case",<=$1M,Inactive,,"Tier 1 - Incoming Engagement",,,,,A7JNN8,North,,"February 14th, 2025 at 12:14 PM UTC",WMGLLLT41,gustav.enekvist@oracle.com,,,,,
"Czech National Bank",Czechia,"Czech National Bank is country main regulator in dual role
- financial market regulator (banks, insurance, other financial market participants) ....equivalent of FCA in the UK
- central bank with responsibility for stability of Czech national currency CZK (czech koruna )...equivalent of Bank of England in the UK

Current AI / ML and use cases
1. Bank is experimenting with ML (starting with R and moving to Python)
2. They currently run on Oracle HW (1 linux server) deployed jupiter data studio
3. Other areas of expriments are with Microsoft Copilot.

Example use case 
Inflation prediction 
https://www.cnb.cz/cs/o_cnb/cnblog/Prvni-vyuziti-AI-pri-prognozovani-inflace-v-CNB/

Why they need GPUs

They currently run on standard CPUs which is sufficient for many ML tasks but as they will be maturing using of GPUs would make more sense

What we want to offer 

- Oracle Compute Cloud @ Customer with GPU extension (Nvidia L40S)

Why?

- CNB as regualtor and custodian of Czech independent currency cannot for political reasons use cloud services in other country 
- One issue is currency itself there is a strong movement to replace czech currency (Czech Koruna) with EURO. Hence using cloud in EU country or even non EU was so far big no.
- Second issue is Czech government cyber security posture that doesn't allow use of cloud for government  

Ask

- We are meeting them and want them to get excited about Compute Cloud @ Customer with GPU extension
- it would be good to understand if we have any government references (we dont need to be specific in which country) where they are using Compute Cloud @ Customer GPUs and also describe from data science team perspective why this is better option that just run Jupier on linux servers

https://www.cnb.cz/en/",<=$500K,Inactive,Qualification,"Tier 1 - Incoming Engagement",,cristina.lemnaru@oracle.com,,,A8286Z,North,,"February 14th, 2025 at 1:20 PM UTC",WBPGH68HE,jiri.kram@oracle.com,,,,,
,,,,Inactive,,"Tier 1 - Incoming Engagement",,andreas.stellatos@oracle.com,,,,,,,,,,,,,
"Qatar Foundation",,"Competing against Azure but with a clear need from the customer to use GenAI extensions for their Fusion investment. Deep dive on AI extensions (NOT embedded AI capabilities in Fusion) for Fusion ERP",,Inactive,,"Tier 1 - Incoming Engagement",,andreas.stellatos@oracle.com,,martijn.de.grunt@oracle.com,,,,,,,,,,,
QTERMINAL,Qatar,"Qterm is our Fusion ERP (SaaS) customer they have requested to Conduct AI use case workshops (hackathons) with business users.
Based on the discovery and findings from the workshops, customer we will request us for the solution proposal and next steps.","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,mohammed.hafeez@oracle.com,,,A7SG5Z,MEA,C08Q5EG9AKS,"February 16th, 2025 at 12:40 PM UTC",WBR6VJWQN,zahid.lakhani@oracle.com,,,,,
"City of Valencia",Spain,"We are working on an initiative to promote AI use cases around smart cities. We need expertise around the topic for public sector customers.",<=$500K,Inactive,Discovery,"Tier 1 - Incoming Engagement",,frank.riemer@oracle.com,,,"Not defined yet",South,C08CK7QFM43,"February 7th, 2025 at 3:47 PM UTC",U07UW9AV9P1,jorge.rodriguez.pereyra@oracle.com,,,,,
Asepeyo,Spain,"We are currently engaging with a customer interested in AI Vision (or similar technologies) to detect safety threats in the workplace. I.e. if people are wearing helmet, gloves, and so on. Do you know if we have any live labs, documentation or some information related to this? Thanks in advance",<=$500K,Inactive,,"Tier 1 - Incoming Engagement",,,,,A7B6TW,South,,"February 7th, 2025 at 9:09 AM UTC",U037M0R4H47,alberto.garcia.martinez@oracle.com,,,,,
Plodine,Croatia,"Plodine - leading retail chain in Croatia and big OCI consumer (migrated on-prem DC to OCI)  is interested in AI use cases in Retail. We need help on selecting the AI use cases and references in Retail to be presented besides Why Oracle for AI message.","<= $100K",Inactive,Discovery,"Tier 1 - Incoming Engagement",,frank.riemer@oracle.com,,,NA,North,C08C6711Y2Z,"February 7th, 2025 at 9:17 AM UTC",WBP7F8AN8,morana.kobal@oracle.com,,,,,
ABB,Swizerland,"We have to provide to our customer a rough estimate to deliver a chatbot service. Saad Akbar gathered the information and, later, Harsh Jain was also involved",<=$500K,Inactive,,"Tier 1 - Incoming Engagement",,saad.akbar@oracle.com,,,A7T5NH,West,C08CEV83SA1,"February 7th, 2025 at 10:00 AM UTC",WBP17DPRP,riccardo.baldini@oracle.com,,,,,
"IQVIA NVIDIA Partnership",GLOBAL,"IQVIA has announced a global partnership with Nvidia.  Oracle to provide synergy?",$5M+,Inactive,Discovery,,GPU,srinivas.karri@oracle.com,,,n/a,West,,"February 7th, 2025 at 2:14 PM UTC",WBPE2RMKM,srinivas.karri@oracle.com,,,,,
Accenture,EMEA,"Engagement and enablement session for Accenture Data&AI Group in EMEA. Already connected to Srinivas Karri",<$5M,Inactive,,"Tier 1 - Incoming Engagement",,srinivas.karri@oracle.com,,,A67MYD,North,C08CYR3N7ME,"February 7th, 2025 at 2:12 PM UTC",WBPRVRMRA,imelda.serrano@oracle.com,,,,,
"Next Holdings Limited",UK,"Customer wants a CV Parser app, similar to the CV Triage app CoE created","<= $100K",Inactive,Discovery,"Tier 1 - Incoming Engagement",,cristina.lemnaru@oracle.com,,,A7YVCZ,West,C08CADYHH6W,"February 7th, 2025 at 3:06 PM UTC",U022B6W7H2T,ade.adamo@oracle.com,,,,,
Fraport,"Germany (+ Slovenia)","RFP: Customer is looking for an AI-based Forecasting and Analytics System for one of their airports (Ljubljana Airport).
Should be a custom solution so most likely need a implementation partner on board.
Need to submit a short outline of proposed solution (max. 5 slides) by February 20th.
They have sent a more detailed document. Can you review and jointly evaluate if we can participate in this RFP?",<=$500K,Complete,Qualification,"Tier 2 - Advanced Engagements",,frank.riemer@oracle.com,,,tbd,North,C08CZH00KT2,"February 7th, 2025 at 3:09 PM UTC",U085233E0G5,friedrich.stahl@oracle.com,"• Delivered RFP Solution Design",,,,
GEOSA,"Saudi Arabia","Customer wants to have a POC, working with Mohammed Hafeez from EMEA COE on this",<=$500K,Inactive,,"Tier 1 - Incoming Engagement",,"mohammed.hafeez@oracle.com, aseel.addawood@oracle.com",,,TBC,MEA,,"February 8th, 2025 at 10:12 AM UTC",U08521J1272,osama.alhaj-issa@oracle.com,,,,,
Accenture,,"Engagement and enablement session for Accenture Data&AI Group in EMEA - working together with <@WBPE2RMKM>on this.",,Inactive,Discovery,"Tier 1 - Incoming Engagement",,andreas.stellatos@oracle.com,,,,,C08CYR3N7ME,,,,,,,,
"Ithuba holding","South Africa","Customer interested in understanding how Oracle can help infuse AI and genAI in their enterprise. Saad already engaged","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,saad.akbar@oracle.com,raffaella.balletta@oracle.com,,A7YQPV,MEA,,"February 10th, 2025 at 5:33 AM UTC",WCPTY78AK,raffaella.balletta@oracle.com,,,,,
Jusour,Qatar,"GenAI opportunity for Jusour, the overview session was already delivered. Use case discovery workshop requested. Already working with Cristina Lemnaru",<=$500K,Active,Solutioning,"Tier 1 - Incoming Engagement",,cristina.lemnaru@oracle.com,,"marc.gueury@oracle.com, juanpablo.zuniga.hidalgo@oracle.com",A42X6M,MEA,C08CWSR17PB,"February 10th, 2025 at 7:41 AM UTC",WBPFNC449,thierry.khoury@oracle.com,,,,,
DMCC,"United Arab Emirates","Engaged with Hafeez at DMCC with partner conneqtion for improving the feedback loop within Chat application which is running ODA.","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,mohammed.hafeez@oracle.com,,,A77SFZ,MEA,C0882AU7M1R,"February 10th, 2025 at 8:48 AM UTC",U05TPMTUQEQ,santosh.r.shukla@oracle.com,,,,,
"Aviva Insurance UK Ltd.",UK,"Working towards enhancing the efficiency and effectiveness of claims handlers by leveraging Generative AI (GenAI) to summarize claims history and provide data-driven insights during customer engagements and build an Agentic AI approach to streamline the claim handling process. Srinivas K is engaged on this opp.",<=$500K,Inactive,,"Tier 1 - Incoming Engagement",,,,,A73XTX,West,C083G42HVG9,"February 10th, 2025 at 2:19 PM UTC",W6Q0QSL4D,harshit.agarwal@oracle.com,,,,,
"Greek Statistics Authority",,"request for a POC for GrR Statistics Authorityin order to build an application that assigns a statistical code and classifies incoming data entries based on an existing index and past assignments (similar data entries). Language is mainly Greek. Application will be based on APEX and/or AI/ML/GenAI components",,Active,Solutioning,"Tier 1 - Incoming Engagement",,andreas.stellatos@oracle.com,,harry.snart@oracle.com,A74V8F,,C08B6BX9G8H,,,,"Data Science/Vector23ai/OCI GenAI Service PoC on document classification for GR statistics has been concluded succesfully. Internal customer team taking it to internal GR Statistics manual validators to show them results and move with next steps (= full deployment for any type of statistics validations for GR gov)",,,,
"Meijburg & CO BV",,"Fusion ERP customer who wants to lebverage AI/GenAI synergies for their application and despite being an OpenAI fan where they have built Tax GenAI apps with competitor they wish to use our own Apps-related OCI AI technlogy. Approach & CoCreate workshops under way.",,Paused,Solutioning,"Tier 1 - Incoming Engagement",,andreas.stellatos@oracle.com,sitti.poinen@oracle.com,,A7WSF7,,C08C3SKP98T,,,,"Use case finalization, waiting for customer to finish a Co Pilot parallel project first. It is now on Hold.",,,,
"De Vere Hotel Group","United Kingdom","This hotel group would like to understand how they can use Opera and Simphony Hotel data to get great insights into their business to improve operations and customer experience. Callum Funky Gibbon has given Pankaj Sharma the detail as this is similar to the IHG opportunity.","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,pankaj.b.sharma@oracle.com,,,ABC123,West,,"February 11th, 2025 at 5:26 PM UTC",WG9D72GT0,joe.besso@oracle.com,,,,,
Sweco,,"We're going to have a meeting with them in order to position our offering and share our use cases of interest from our overall AI/GenAI portfolio and also first we're going to spend some time hearing what they have to say and what is their focus. Potential avenues forward after our initial discovery call could be a Co Create with AI workshop that leads into one or more PoCs.",,Inactive,Discovery,"Tier 1 - Incoming Engagement",,andreas.stellatos@oracle.com,,,,,C08CCFBJFUL,,,,,,,,
Tfaseel,"Saudi Arabia","We need DS to help the customer, Tfaseel, who is in the education and training sector. We’ve already done an initial presentation about Gen AI and digital assistant offerings by OCI AI services. The customer is interested in a student chatbot assistant. We now need to schedule a discovery call with them to dive into one of the use cases, and then we can plan a workshop","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,"mohammed.hafeez@oracle.com, aseel.addawood@oracle.com",,,A7YQHM,MEA,,"February 16th, 2025 at 8:33 AM UTC",U06RBU53064,feras.alrashdan@oracle.com,,,,,
Bayer,Germany,"Request for AI use cases and potential PoCs for Crop Science and Pharma Business",<=$1M,Inactive,,"Tier 1 - Incoming Engagement",,,,,A6TS82,North,,"February 17th, 2025 at 7:36 AM UTC",WBQ1326CT,tom.schiwek@oracle.com,,,,,
Deeyar,UAE,"AI discussion for Fusion SaaS","<= $100K",Inactive,Qualification,"Tier 1 - Incoming Engagement",,muhammad.k.manzoor@oracle.com,,,A7XW2K,SMB,,"February 6th, 2025 at 10:26 AM UTC",WBQ0D42QJ,junedahmed.syed@oracle.com,"Joint engagement with the SaaS team and I have presented AI use cases for the fusion applications. now customer is working with the partner to have a budgetary proposal",,,,
"Shared Services Program","Saudi Arabia","Customer wants to adopt AI for ServiceNow they use as their main service program",<=$500K,Active,Solutioning,"Tier 1 - Incoming Engagement",,"aseel.addawood@oracle.com, saad.akbar@oracle.com",osama.alhaj-issa@oracle.com,,A7W4Q2,MEA,C08F8N43RGR,"February 25th, 2025 at 7:03 AM UTC",U08521J1272,osama.alhaj-issa@oracle.com,"awaiting confirmation on data share for POC.",,,,
Aldar,UAE,"App led opportunity. 4 PoCs delivered, 2 in flight, long list of future use cases. AI Factory opportunity.
Please align Abdelali Zahi as he is already engaged with CIO",<=$1M,Paused,Solutioning,"Tier 1 - Incoming Engagement","Named Accounts","muhammad.k.manzoor@oracle.com, abdelali.zahi@oracle.com",raffaella.balletta@oracle.com,,A7KLXY,MEA,C088GBY3Z6V,"February 24th, 2025 at 10:26 AM UTC",WCPTY78AK,raffaella.balletta@oracle.com,"Joint engagement with the SaaS team is in progress for AI procurement use cases and to have an AI factory.",,,,
"camLine GmbH",Germany,"camLine is an ISV providing MES solution to manufacturing with enterprise grade end customers.
Besides of other topics we now initiated a conversation on AI and our OCI GPU offering. We are looking for support from a GPU specialist to seize their workload(s) to a suitable GPU shape and provide consultancy and guidance throughout the engagement.","<= $100K",Complete,"Won Deal","Tier 2 - Advanced Engagements",,frank.riemer@oracle.com,,,A7LKRW,SMB,C08F4RP09L1,"February 24th, 2025 at 1:13 PM UTC",U0362H2T2CF,henrique.handels@oracle.com,"• Onboarded on A10 GPUs to run DeepSeek in OCI - Strategy for expansion to L40s & H100 suggested and in evaluation",,,,
"Canadian University Dubai","UAE, Dubai","We had a fruitful discussion with Dr. Haytham El-Messiry from CS department of Canadian University of Dubai and he wants to understand what are the AI capabilities of OCI similar to competition (Colab, SageMaker). They launched an AI Masters Program recently and need to have it by May. I've already engaged with Kashif.","<= $100K",Paused,Discovery,"Tier 1 - Incoming Engagement",,muhammad.k.manzoor@oracle.com,,ismail.s.syed@oracle.com,A7HSPN,MEA,C08ERJGT0M8,"February 24th, 2025 at 1:16 PM UTC",WLB5EG996,fatih.k.keles@oracle.com,,,,,
"Hellenic Electricity Distribution Network Operator S.A.",,"Senior Oracle Mgt cluster leader  & customer CxO meeting - support for Constantinos Thomos (cluster mgr.)  and myself will schedule a call with a senior mgr. of customer responsible for automated network management systems using big data and AI. research exploring possible opportunities for AI in Utilities. Specifically use cases in Distribution Network area we can share with the customer to progress the engagement.",,Paused,Discovery,"Tier 1 - Incoming Engagement",,andreas.stellatos@oracle.com,,,A8BSW5,,C08ERHNPJP9,,,,"Use cases investigation ongoing for Energy Distribution Predictive Maintenance & Asset Mgt, Smart Grid optimisation & Energy Market Forecasting. Working with Specialists teams on this at the moment. Waiting for oppID to surface before I move to Active",,,,
"Qatar Foundation",,"Use Cases deep dive with customer and HR RAG AI Assistant for Fusion to become a PoC/MVP via Co Create workshop as the 1st use case to run together with QF",,Active,Solutioning,"Tier 1 - Incoming Engagement",,andreas.stellatos@oracle.com,,ali.ottoman@oracle.com,A6LQ5Z,,C08F39U8CNL,,,,"Series of 4 day workshops with AI CoE, Black Belts and the customer greater team in place to run w/s 28/7-1/8 - *NEW iSR opened for this engagement*",,,,
"NHS SCCL",UK,"genAI opportunity to expand W/L and Booking potential through AI adoption within finance LOB use case, underpinning critical national infrastructure across the NHS.
Engaging with Pankaj Sharma","<= $100K",Active,Proposal,"Tier 1 - Incoming Engagement","Named Accounts",pankaj.b.sharma@oracle.com,,,A7CGW3,West,C088K4EAFFD,"February 24th, 2025 at 5:00 PM UTC",U05GHL74Q74,rhys.wathan@oracle.com,,,,,
"Playtika Group",Israel,"Playtika seeks robust AI Search and Virtual Agent solutions to transform employee support and information access. The AI Search component requires intelligent retrieval using LLM/RAG models, intent recognition, and seamless integration with platforms like ServiceNow, Confluence, and Jira. The Virtual Agent (Smart Bot) should offer a unified interface for user requests, powered by NLU, decision trees, and live agent handoff, ensuring proactive support and personalized interactions. Both solutions must prioritize security, scalability, and real-time performance monitoring to optimize user experience and operational efficiency.",<=$500K,Inactive,,"Tier 1 - Incoming Engagement",,jomon.kunnel@oracle.com,,,A83LX2,West,C08FA7B58FQ,"February 24th, 2025 at 5:07 PM UTC",U0220AE039N,dor.sela@oracle.com,,,,,
Vidatum,Ireland,"Vidatum are an ISV and caters to the Higher Education sector. They want to implement GenAI and Vector search for their Grant management software. I have list of Usecases they want to implement looking for someone from AICOE to support their initiatives.","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,jomon.kunnel@oracle.com,,,A7MDNB,West,,"February 25th, 2025 at 9:33 AM UTC",U02BBBGP30E,rohit.patole@oracle.com,,,,,
"HEDNO S.A. (Hellenic Electricity Distribution Network Operator S.A.)",Greece,"Constantinos Thomos (cluster mgr.)  and myself will schedule a call with a senior mgr. of customer responsible for automated network management systems using big data and AI. We would like to explore possible opportunities for AI in this area.

The ask: Provide any AI use cases  in utilities and specifically in distribution network  area we can mention to the customer to start engagement.","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,,,,N/A,North,,"February 23rd, 2025 at 9:55 AM UTC",WBB1722NR,goussis.george@oracle.com,,,,,
"Hitachi Rail",UAE,"Customer interested in Predictive Maintenance. Please assign Saad","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,,,,n/a,MEA,,"February 25th, 2025 at 12:26 PM UTC",WCPTY78AK,raffaella.balletta@oracle.com,,,,,
"STC Barahin",Barahin,"Customer has full BSS stack, Siebel and wants to infuse AI. Suggest Possible use cases.
Please assign Saad as already engaged","<= $100K",Active,,"Tier 1 - Incoming Engagement",,mohammed.hafeez@oracle.com,,,n/a,MEA,,"February 25th, 2025 at 12:27 PM UTC",WCPTY78AK,raffaella.balletta@oracle.com,,,,,
"TietoEvry Norway",Norway,"Banking sector - customer is interested in using AI. we still need to identify a use case with them. until then we have this intro meeting about AI (30 min) where we want to present also a use case from banking sector.",<=$500K,Inactive,Qualification,"Tier 1 - Incoming Engagement","SMB & ISV",cristina.lemnaru@oracle.com,,,A856Y6,North,C08FHC6GB1P,"February 25th, 2025 at 12:55 PM UTC",WCA6Z1XPE,andreea.pirvu@oracle.com,,,,,
"Barclays Bank",UK,"We have a requirement to demonstrate a RAG capability for the customer.","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,jomon.kunnel@oracle.com,,,A856JL,West,C08G1MDMKFA,"February 25th, 2025 at 3:13 PM UTC",U01D5KMJNR5,adrian.james@oracle.com,,,,,
"Ori Industries 1 Limited",UK,"Ori Industries is following up a request from one of their clients, for a number of H100s, where Ori is acting as a broker to procure the GPUs. 
There is potential interest from their client, on H200 and GB200 too.",<$5M,Paused,Qualification,"Tier 1 - Incoming Engagement",,frank.riemer@oracle.com,,,A856M6,West,C08EX8Y8F7Y,"February 25th, 2025 at 5:29 PM UTC",WE61A2T0C,nicola.brait@oracle.com,,,,,
ZATCA,"saudi Arabia","We are working with Mohamed Hafeez on a assessment of following request. Zatca wants a POC on for 1000 products based on UN International Standard Product Classification.
-	Zatca wants from (Oracle) to plug GenAI model in this POC data and share the results back with them, so that they can measure the accuracy of our model.”",<=$500K,Active,Qualification,"Tier 1 - Incoming Engagement",,"mohammed.hafeez@oracle.com, aseel.addawood@oracle.com",osama.alhaj-issa@oracle.com,,tbc,MEA,C08NQ3RQ3L0,"February 26th, 2025 at 9:01 AM UTC",U08521J1272,osama.alhaj-issa@oracle.com,,,,,
Betsson,Malta,"Online gambling and casino company with global presence. Headquarters in Sweden but Malta is operational headquarter. Has ADA solution and wants to make a price comparison with Oracle Digital Assistant. Also is interested in other AI use cases in the same industry.",<=$500K,Paused,Discovery,"Tier 1 - Incoming Engagement","SMB & ISV",cristina.lemnaru@oracle.com,,,A5S3BL,South,C08F1QJHG3F,"February 26th, 2025 at 9:15 AM UTC",WCA6Z1XPE,andreea.pirvu@oracle.com,,,,,
"Metzer Bank Frankfurt",Germany,"Customer has a large Oracle IB and wants to check to implement AI wherever possible. We need some (german speaking) talent to identify AI use cases there. 

Ideal: Frank Riemer","<= $100K",Paused,Qualification,"Tier 1 - Incoming Engagement","SMB & ISV",frank.riemer@oracle.com,friedrich.stahl@oracle.com,,A83J2V,SMB,C08EW772NNT,"February 24th, 2025 at 9:40 AM UTC",U02C8T48FUJ,joseph.klemenz@oracle.com,,,,"Apps Associate",
"AB Volvo",Sweden,"Herman (ACE for Volvo AB) and myself are engaged on an opportunity at Volvo AB, where Volvo team has presented to prioritized business use-cases that are AI driven
1# Express Order
2# Invoice Deviation
The ask: Volvo Global Trucks Operation, who is the driving the use-cases at Volvo, would like to have a work-session with the AI-specialist team on how Volvo and Oracle can work together on this, delivering the use-cases
Will share high-level concept of the use-cases - over private channel","<= $100K",Active,,"Tier 1 - Incoming Engagement",,jomon.kunnel@oracle.com,,,A7QPB5,West,C08FB2KGK8B,"February 21st, 2025 at 2:32 PM UTC",WBR9WRRJS,daniel.halldin@oracle.com,,,,,
"NNE (https://www.nne.com/)",Denmark,"Customer is within construction and engineering, they utilize Oracle Primavera a lot, but specifically wants to develop use cases for AI within C&E. We need to assist in developing these use cases and move it to implementation in coorporation with the customer. Their initial list is following:

Chatbot Based on Primavera: We are interested in developing a chatbot that leverages Primavera data to provide real-time project insights, improve communication, and support decision-making processes.
Risk Management and Mitigation:

Risk Identification: Predictive analytics can identify potential risks based on historical project data, such as cost overruns, delays, or resource shortages.
Proactive Mitigation: By forecasting potential bottlenecks, project managers can proactively adjust schedules, allocate resources, or modify project scopes to mitigate risks.
Schedule Optimization:

Critical Path Analysis: Advanced algorithms analyze project schedules to predict delays in critical tasks, allowing for timely interventions.
What-if Scenarios: Primavera’s predictive capabilities enable users to simulate different project scenarios, aiding in efficient decision-making.
Integration with AI and Machine Learning:

AI-Driven Insights: Integration with AI tools can enhance Primavera’s predictive analytics, providing deeper insights into project performance.
Machine Learning Models: Continuously learn from new data, improving the accuracy of future forecasts.",<=$500K,Active,Discovery,"Tier 1 - Incoming Engagement",,pankaj.b.sharma@oracle.com,,,NNE,North,,"February 17th, 2025 at 11:19 AM UTC",WBP7DL4AG,peter.scharstein@oracle.com,,,,,
EvaPhrma,Egypt,"Customer is comparing Cohere with OpenAI services from Azure to enhance their application with AI.
Is there a competitive document between cohere vs openai to share with customer","<= $100K",Inactive,,"Tier 1 - Incoming Engagement",,cristina.lemnaru@oracle.com,yakov.ozer@oracle.com,,N/A,MEA,C08DZ7SBHDG,"February 19th, 2025 at 7:02 AM UTC",WBA5YD6DN,iman.abdelraouf@oracle.com,,,,,
